"ID","Browsable","Title","CollectionID","CollectionContentID","Identifier","Scope","PhysicalDescription","Date","Publisher","Contributor","RightsStatement","ContentURL","HyperlinkURL"
"77104","0","Russell, Sidney (re Thorstein Veblen)","2809","76037","20130130_OralHistoriesDigitized/data/originals/76037",NULL,NULL,"1983",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76037","0"
"77105","0","Chang Po-chun (Albert Chang), Class of 1935","2809","76041","20130130_OralHistoriesDigitized/data/originals/76041",NULL,NULL,"1990",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76041","0"
"77106","1","Meyers, Becky Veblen, Thorstein Veblen's step-daughter","2809","76042","20130130_OralHistoriesDigitized/data/originals/76042",NULL,NULL,"1990",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76042","0"
"77107","0","Gould, Laurence McKinley, Former Carleton President; Emeritus Prof. of Geology and Geography","2809","76045","20130130_OralHistoriesDigitized/data/originals/76045",NULL,NULL,"1991",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76045","0"
"77108","0","Gould, Laurence McKinley, Former Carleton President; Emeritus Prof. of Geology and Geography","2809","76049","20130130_OralHistoriesDigitized/data/originals/76049",NULL,NULL,"1992",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76049","0"
"77109","1","Tibbetts, Virginia, Former Coor. of Off-Campus Studies, and other staff positions","2809","76071","20130130_OralHistoriesDigitized/data/originals/76071","Includes Summary",NULL,"1992",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76071","0"
"77110","1","Messner, Charles & Lois, Emeritus Prof. of French (Charles); Lois formerly held [...]","2809","76091","20130130_OralHistoriesDigitized/data/originals/76091","Full Title: Messner, Charles & Lois, Emeritus Prof. of French (Charles); Lois formerly held several different Secretarial positions at Carleton. Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76091","0"
"77111","1","Lucas, John S., Class of 1941; former Prof. of American Studies, Arts, and English","2809","76092","20130130_OralHistoriesDigitized/data/originals/76092","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76092","0"
"77112","1","Shelton, Richard M., Class of 1971; Carleton Archdruid","2809","76093","20130130_OralHistoriesDigitized/data/originals/76093",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76093","0"
"77113","1","Warnholtz, W. Dean, Emeritus Prof. of Art","2809","76094","20130130_OralHistoriesDigitized/data/originals/76094",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76094","0"
"77114","0","Penick, Ruthmary, Former College Archivist, Secr. to Dean of College, and other positions","2809","76095","20130130_OralHistoriesDigitized/data/originals/76095",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76095","0"
"77115","1","Maitland, David J., Emeritus Prof. of Religion and College Chaplain","2809","76096","20130130_OralHistoriesDigitized/data/originals/76096","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76096","0"
"77116","1","Meyers, Becky Veblen, Thorstein Veblen's step-daughter","2809","76097","20130130_OralHistoriesDigitized/data/originals/76097",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76097","0"
"77117","1","Dornacker, Elizabeth (Smith), Class of 1943 (Class Correspondent); former Alumni Bd. Devel. Rep.","2809","76098","20130130_OralHistoriesDigitized/data/originals/76098",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76098","0"
"77118","1","Gale, Robert L., Class of 1948; Trustee; former Vice-Pres. for Public Relations and Development","2809","76099","20130130_OralHistoriesDigitized/data/originals/76099","Includes Summary",NULL,"1993; 1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76099","0"
"77119","1","Garbisch, Marjorie Crabb, Class of 1939; former Alumni Assoc. Pres.","2809","76100","20130130_OralHistoriesDigitized/data/originals/76100","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76100","0"
"77120","1","Christ-Janer, Arland F., Class of 1943; former Trustee","2809","76101","20130130_OralHistoriesDigitized/data/originals/76101","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76101","0"
"77121","0","Class of 1943, 'The Bats', Reunion interview with group of friends","2809","76102","20130130_OralHistoriesDigitized/data/originals/76102",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76102","0"
"77122","0","Class of 1943 Group","2809","76103","20130130_OralHistoriesDigitized/data/originals/76103","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76103","0"
"77123","0","Gilman, Richard C., Former Dean of the College and Prof. of Philosophy","2809","76104","20130130_OralHistoriesDigitized/data/originals/76104",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76104","0"
"77124","0","Edwards, Robert H., Carleton College President, 1977-1986","2809","76105","20130130_OralHistoriesDigitized/data/originals/76105",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76105","0"
"77125","1","Zelliott, Eleanor, Laird Bell Prof. of History","2809","76106","20130130_OralHistoriesDigitized/data/originals/76106","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76106","0"
"77126","1","Moesler, Erna & Fred, Retired Carleton food service employees","2809","76107","20130130_OralHistoriesDigitized/data/originals/76107","Includes Summary",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76107","0"
"77127","1","Rosenow, Edward, Jr., Class of 1931; Trustee; former Alumni Assoc. Pres.","2809","76108","20130130_OralHistoriesDigitized/data/originals/76108",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76108","0"
"77128","1","Gunnerson, Esther, Saver of Veblen personal library on Washington Island","2809","76111","20130130_OralHistoriesDigitized/data/originals/76111",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76111","0"
"77129","1","Bjarnarson, Ted and Fritz, Neighbors of Thorstein Veblen on Washington Island","2809","76112","20130130_OralHistoriesDigitized/data/originals/76112",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76112","0"
"77130","1","Hening, Rachel (Evans), Class of 1920","2809","76115","20130130_OralHistoriesDigitized/data/originals/76115",NULL,NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76115","0"
"77131","1","Tinnin, Alvis Lee, Class of 1949; Carleton's first black collegiate student","2809","76128","20130130_OralHistoriesDigitized/data/originals/76128","Includes Summary",NULL,"1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76128","0"
"77132","1","Moberg, David, Class of 1965; prominent as student activist","2809","76132","20130130_OralHistoriesDigitized/data/originals/76132",NULL,NULL,"1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76132","0"
"77133","0","Betts, Katie Elward, Class of 1923","2809","76140","20130130_OralHistoriesDigitized/data/originals/76140",NULL,NULL,"1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76140","0"
"77134","0","Schuster, Seymour 'Sy', Emeritus Prof. of Mathematics","2809","76157","20130130_OralHistoriesDigitized/data/originals/76157",NULL,NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76157","0"
"77135","0","Kauppi, Emily Veblen, Member of the Veblen family","2809","76176","20130130_OralHistoriesDigitized/data/originals/76176",NULL,NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76176","0"
"77136","0","Morgan, Ruth, Widow of former Dean of the College Bruce Morgan; former [...]","2809","76184","20130130_OralHistoriesDigitized/data/originals/76184","Full Title: Morgan, Ruth, Widow of former Dean of the College Bruce Morgan; former Coor. of Campus Visits and Receptionist in Admissions. Includes Summary",NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76184","0"
"77137","1","Shoger, Ross L., Emeritus Prof. of Biology","2809","76185","20130130_OralHistoriesDigitized/data/originals/76185","Includes Summary",NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76185","0"
"77138","1","Wolf, Frank, Emeritus Prof. of Mathematics","2809","76186","20130130_OralHistoriesDigitized/data/originals/76186","Includes Summary",NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76186","0"
"77139","1","Headley, Marston, Class of 1938; son of former Prof. Leal Headley","2809","76187","20130130_OralHistoriesDigitized/data/originals/76187",NULL,NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76187","0"
"77140","1","Huber, Carl B., Class of 1936; Carleton-in-China Rep.","2809","76188","20130130_OralHistoriesDigitized/data/originals/76188",NULL,NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76188","0"
"77141","0","Haworth, Dale, Prof. of Art History, Dir. of Exhibitions, Curator of Collections","2809","76191","20130130_OralHistoriesDigitized/data/originals/76191",NULL,NULL,"1996",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20130130_OralHistoriesDigitized/data/dips/76191","0"
