ID,Browsable,Title,CollectionID,CollectionContentID,Identifier,Scope,PhysicalDescription,Date,Publisher,Contributor,RightsStatement,ContentURL,HyperlinkURL
77015,0,"The Shape of the Universe.  Author: Cawthon, Ross William.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/ROSSCAWTHON20120309.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2894]https://comps.carleton.edu/u?/Comps,2894[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/ROSSCAWTHON20120309.m4v,0
77014,0,"The Physics of Butterflies.  Author: Eberle, Louisa.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/LOUISAEBERLE20120227.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2872]https://comps.carleton.edu/u?/Comps,2872[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/LOUISAEBERLE20120227.m4v,0
77013,0,"Type Ia Supernovae.  Author: Johnson, Traci Lin.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/TRACIJOHNSON20120210.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2841]https://comps.carleton.edu/u?/Comps,2841[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/TRACIJOHNSON20120210.m4v,0
77012,0,"Wireless Energy Transfer.  Author: Keller, Samuel Steven.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/SAMKELLER20120213.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2827]https://comps.carleton.edu/u?/Comps,2827[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/SAMKELLER20120213.m4v,0
77011,0,"Snow.  Author: Cerjan, Benjamin Witte.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/BENCERJAN20120201.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,3069]https://comps.carleton.edu/u?/Comps,3069[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/BENCERJAN20120201.m4v,0
77010,0,"Exploring Venus.  Author: Fox, Valerie Kristen.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/VALERIEFOX20120127.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2953]https://comps.carleton.edu/u?/Comps,2953[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/VALERIEFOX20120127.m4v,0
77009,0,"Fundamentals of Neutron Star Formation, Structure, and Composition.  Author: Koller, Micah Reed.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/MicahKoller20120229.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2878]https://comps.carleton.edu/u?/Comps,2878[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/MicahKoller20120229.m4v,0
77008,0,"The Making of Wootz Steel and Damascus Blades.  Author: Schlotter, Sarah Catherine Cederberg.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/SarahSchlotter20120224.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2867]https://comps.carleton.edu/u?/Comps,2867[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/SarahSchlotter20120224.m4v,0
77005,0,"Soil Erosion.  Author: Barr, Colleen Marie.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/COLLEENBARR20120222.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2831]https://comps.carleton.edu/u?/Comps,2831[/url]",NULL,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/barrc,0
77006,0,"The Limit of Moore's Law: Transistor Scaling in the 21stCentury.  Author: Hallman, Kevin.  Major: Physics and Astronomy (PHYS).",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/KEVINHALLMAN20120305.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2862]https://comps.carleton.edu/u?/Comps,2862[/url]",NULL,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/KEVINHALLMAN20120305.m4v,0
77007,0,"Advanced Prosthetics.  Author: Leichter, Kyle Morgan.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/KYLELEICHTER20120208.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2865]https://comps.carleton.edu/u?/Comps,2865[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/KYLELEICHTER20120208.m4v,0
77003,0,"Earth Energy Dynamics.  Author: Coughlin, Michael William.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/MICHAELCOUGHLIN20120125.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2821]https://comps.carleton.edu/u?/Comps,2821[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/MICHAELCOUGHLIN20120125.m4v,0
77004,0,"The Physics of Food & Cooking: A Discourse on Three Courses.  Author: Lim, Min Yao.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/MINYAOLIM20120307.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2829]https://comps.carleton.edu/u?/Comps,2829[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/MINYAOLIM20120307.m4v,0
77002,0,"The History and Physics of the Point-Contact Transistor.  Author: Kunkel, Minty.  Major:  Physics and Astronomy (PHYS)",2883,95330,20120516_PhysicsCompsVideos2006_2012/data/originals/2012/MINTYKUNKEL20120203.mp4,"For additional information on this record refer to [url=https://comps.carleton.edu/u?/Comps,2787]https://comps.carleton.edu/u?/Comps,2787[/url]",,2012,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120516_PhysicsCompsVideos2006_2012/data/dips/2012/MINTYKUNKEL20120203.m4v,0
76604,1,"Currency Magazine, sample issues",201,0,20120420_201_0_CurrencyAndiT/data/originals/currency,NULL,NULL,1991,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20120420_201_0_CurrencyAndiT/data/dips/currency,1
77441,1,IBM presents computer kit,50,8515,20110615_2_Computer_Equipment_2/data/originals/8515,IBM presents computer kit,NULL,1958/59,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20110615_2_Computer_Equipment_2/data/dips/8515,0
77974,1,\Legend of Fair Women,"\"" Public Exhibition of the Alpha Beta Phi literary society""",82,14290,20130805_Series8aAndc/data/originals/8c/14290_022.tif,NULL,NULL,1891-02-09,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130805_Series8aAndc/data/dips/8c/14290_022.jpg,0
79547,1,Music: S. Eugene Bailey Conducting,50,9055,20130913_Series3_63_64/data/originals/9055,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9055,0
79553,1,Visit: Karl Shapiro,50,9047,20130913_Series3_63_64/data/originals/9047,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9047,0
79557,1,Visit: Ralph Sockman,50,9043,20130913_Series3_63_64/data/originals/9043,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9043,0
79561,1,Visit: Joseph Papp,50,9041,20130913_Series3_63_64/data/originals/9041,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9041,0
79566,1,Athletics: Carleton Interscholastic Track Meet (High School),50,9034,20130913_Series3_63_64/data/originals/9034,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9034,0
79573,1,Luella Norwood donates library,50,9028,20130913_Series3_63_64/data/originals/9028,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9028,0
79579,1,Chemistry Department,50,9022,20130913_Series3_63_64/data/originals/9022,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9022,0
79580,1,Philosophy Department,50,9021,20130913_Series3_63_64/data/originals/9021,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9021,0
79598,1,Alumni Affairs Office,50,9003,20130913_Series3_63_64/data/originals/9003,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9003,0
79606,1,Athletics: Tennis,50,8995,20130913_Series3_63_64/data/originals/8995,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/8995,0
79607,1,Athletics: Winter Sports Captains,50,8994,20130913_Series3_63_64/data/originals/8994,Includes: Men's gymnasium,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/8994,0
79619,1,Arboretum bridge,50,8981,20130913_Series3_63_64/data/originals/8981,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/8981,0
79626,1,Burnice Weom and Simon McDonald with cattle,50,8974,20130913_Series3_63_64/data/originals/8974,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/8974,0
79633,1,Athletics: Football spectators,50,29690,20130913_Series3_63_64/data/originals/29690,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/29690,0
79767,1,Women's Volleyball,50,12450,20130912_Series3_88_89/data/originals/12450,Women's Volleyball,NULL,1988/89,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130912_Series3_88_89/data/dips/12450,0
