ID,Browsable,Title,CollectionID,CollectionContentID,Identifier,Scope,PhysicalDescription,Date,Publisher,Contributor,RightsStatement,ContentURL,HyperlinkURL
77974,1,\Legend of Fair Women,"\"" Public Exhibition of the Alpha Beta Phi literary society""",82,14290,20130805_Series8aAndc/data/originals/8c/14290_022.tif,NULL,NULL,1891-02-09,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130805_Series8aAndc/data/dips/8c/14290_022.jpg,0
79560,1,Model for new women's dormitory (Isabella Watson Hall),0,0,20130913_Series3_63_64/data/originals/9040,NULL,NULL,1963/64,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130913_Series3_63_64/data/dips/9040,0
79867,1,Gridley Hall prints,0,0,20130403_gridley/data/originals,"Architectural and student life photos in and around Gridley Hall including blueprints, publicity sketches, co-ed socials and dinners, residential life",,1881-1967,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20130403_gridley/data/dips,1
79868,1,"Halloween, various prints",0,0,20140110_11_Halloween_Scans/data/originals,"Students and faculty in costume for Halloween events, including the Orchestra Halloween Concert and trick-or-treating",NULL,1940-1998,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_11_Halloween_Scans/data/dips,1
79869,1,"Homecoming, various prints",0,0,20140110_14_Homecoming/data/originals,"Homecoming football game and traditions, including photos of the homecoming court induction and bonfire",NULL,1942-1992,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_14_Homecoming/data/dips,1
79870,1,Arboretum prints and photos,0,0,20140110_9_Arboretum/data/originals,"Includes images of faculty and staff central to Arboretum development and maintainence (Stork, Stewart, Muir, McKone), outdoor classes in botany and biology, and ecological issues like controlled burns",NULL,1926-2009,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_9_Arboretum/data/dips,1
79871,1,"Class of 1961, various prints",0,0,20140110_10_ClassOf1961_50thReunion/data/originals,"Various photos of campus and activities (basketball, Mai Fete, Olin Hall dedication) from era",NULL,1959-1962,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_10_ClassOf1961_50thReunion/data/dips,1
79872,1,Basketball Rivalry and Goat Trophy,0,0,20140110_12_Basketball_Goat___Rivalry/data/originals,St. Olaf v. Carleton basektball game photos from various years and goat trophy,NULL,Circa 1950-Circa 1970,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_12_Basketball_Goat___Rivalry/data/dips,1
79873,1,"Commencement, various prints and photos",0,0,20140110_13_commencementForReunion2012/data/originals,"Commencement photos related to class years attending Reunion 2012, includes march from Laird to Commencement area, graduation regalia and fashion, Schiller, James Gang",NULL,1952-2007,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_13_commencementForReunion2012/data/dips,1
79874,1,David Maitland Scans,0,0,20140110_15_DavidMaitlandScans/data/originals,"Biographical material, including chapel service bulletins, on David Maitland",NULL,1956-1986,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_15_DavidMaitlandScans/data/dips,1
79875,1,"Druids, various prints",0,0,20140110_16_Druids1960To1980/data/originals,Includes photos of Carleton Druids and ritual practices,NULL,Circa 1960-Circa 1980,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_16_Druids1960To1980/data/dips,1
79876,1,Homecoming,0,0,20140110_17_Homecoming2012_05_23/data/originals,"Bonfire, football game and parade from 1955 Homecoming events",NULL,1955,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_17_Homecoming2012_05_23/data/dips,1
79877,1,Evans Bridge elevation,0,0,20140110_18_Evans_bridge_poster/data/originals,Architectural plans for Evans bridge,NULL,1920,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_18_Evans_bridge_poster/data/dips,1
79878,1,"Commncement, various prints",0,0,20140110_19_June_facebook_album/data/originals/Commencement,Photos of processional walks at Commencements and groups shots of students with their families,NULL,circa 1900 - circa 2000,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_19_June_facebook_album/data/dips/Commencement,1
79879,1,Reunion,0,0,20140110_19_June_facebook_album/data/originals/Reunion,Group shots from various reunion gatherings,NULL,circa 1900 - circa 2000,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_19_June_facebook_album/data/dips/Reunion,1
79880,1,Senior Week,0,0,20140110_19_June_facebook_album/data/originals/Senior_Week,"Photos, primarily of musicians peforming in the concert hall during Senior Week",NULL,circa 1900 - circa 2000,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_19_June_facebook_album/data/dips/Senior_Week,1
79881,1,Football Goat Trophy,0,0,20140110_20_Football_Goat/data/originals,Photos and Carletonian articles involving the football goat trophy shared between Carleton and St. Olaf,NULL,circa 1900 - 2008,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_20_Football_Goat/data/dips,1
79882,1,Mid-Winter Ball,0,0,20140110_21_Mid_Winter_Ball/data/originals,"Photos of Mid-Winter Ball, primarily dancing and costume shots",NULL,1928-2010,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_21_Mid_Winter_Ball/data/dips,1
79883,1,William Muir,0,0,20140110_22_MuirBill/data/originals,"Photos and artciles related to the life of work of William Muir, biology professor, and his wife Elizabeth",NULL,1958-1983,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_22_MuirBill/data/dips,1
79884,1,"New Student Week, various prints",0,0,20140110_23_new_student_week/data/originals,Photo prints of activities during New Student Week,NULL,1920-1995,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_23_new_student_week/data/dips,1
79885,1,"Reunion, various prints",0,0,20140110_reunions_for_2012_reunion/data/originals,Photo prints of class groups used during 2012 Reunion slideshows,NULL,1952-1982,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_reunions_for_2012_reunion/data/dips,1
79886,1,"Rotblatt, various prints",0,0,20140110_2_Rotblatt/data/originals,Photo prints of Rotblatt and Wombat games,NULL,circa 1960's,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_2_Rotblatt/data/dips,1
79887,1,Stanton airfield,0,0,20140110_8_FlightTrainingStantonAirport/data/originals,Photos and related sketch of Stanton airfield,NULL,circa 1940's,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_8_FlightTrainingStantonAirport/data/dips,1
79888,1,"Classrooms, various prints",0,0,20140110_3_Students1970s/data/originals,"Students and teachers in classroom settings, both indoors and outdoors",NULL,circa 1970's,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_3_Students1970s/data/dips,1
79889,1,"Summer Programs, various prints",0,0,20140110_4_summer_program/data/originals,"Photo prints of students and teachers attending Carleton summer programs such as A Better Chance, CHUO, Summer Writing Program, Summer Math Program, IBM training, etc.",NULL,1961-1997,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_4_summer_program/data/dips,1
79890,1,April Fools,0,0,20140110_5_April_Fools/data/originals,Photos and pdfs of various april fool's day pranks,NULL,1919-2010,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_5_April_Fools/data/dips,1
79891,1,"Class of 1970, various prints",0,0,20140110_17_CLASS_of_1970_PHOTOS/data/originals/1966_67,"Photo prints connected to events and activities (Homecomings, Athletics, Theater, etc.) related to the Class of 1970 during their time at Carleton, specifically this collection has centennial events, Watson opening, winter carnival",NULL,1966-1967,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_17_CLASS_of_1970_PHOTOS/data/dips/1966_67,1
79892,1,"Class of 1970, various prints",0,0,20140110_17_CLASS_of_1970_PHOTOS/data/originals/1967_68,"Photo prints connected to events and activities (Homecomings, Athletics, Theater, etc.) related to the Class of 1970 during their time at Carleton, specifically this collection has Gridley demolition, karate, gymnastics",NULL,1967-1968,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_17_CLASS_of_1970_PHOTOS/data/dips/1967_68,1
79893,1,"Class of 1970, various prints",0,0,20140110_17_CLASS_of_1970_PHOTOS/data/originals/1968_69,"Photo prints connected to events and activities (Homecomings, Athletics, Theater, etc.) related to the Class of 1970 during their time at Carleton, specifically this collection has Music and Drama center construction, Chemistry classes, summer research",NULL,1968-1969,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_17_CLASS_of_1970_PHOTOS/data/dips/1968_69,1
79894,1,"Class of 1970, various prints",0,0,20140110_17_CLASS_of_1970_PHOTOS/data/originals/1969_70,"Photo prints connected to events and activities (Homecomings, Athletics, Theater, etc.) related to the Class of 1970 during their time at Carleton, specifically this collection has Cambodia Strike, Nason retirement, foreign students",NULL,1969-1970,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_17_CLASS_of_1970_PHOTOS/data/dips/1969_70,1
79895,1,"Class of 1970, various prints",0,0,20140110_17_CLASS_of_1970_PHOTOS/data/originals/undated,"Women's tennis, Gould Library, frisbee, mailboxes",NULL,1966-1970,NULL,NULL,NULL,https://archivedb.carleton.edu/files/20140110_17_CLASS_of_1970_PHOTOS/data/dips/undated,1
80093,1,stretched vid,0,0,0151684,NULL,NULL,NULL,NULL,NULL,NULL,https://archivedb.carleton.edu/files/stretchedvidtest,1
